raw_user_id,seed,uniform NDCG@20,past-only NDCG@20,diff
AE22QKS7VOVTNP3ZXITP7IWSSBIQ,42,0,0,0
AE23LU6R7HX7743P25AW2TWNRXOA,42,0,0,0
AE23NZUELB4BYWLHKWJXAS73PTSQ,42,0,0,0
AE23QSBCUPRHQOUHI3FRFOOX7DLQ,42,0,0,0
AE23U5BF4DTI7H5ZVX6L5M3U7FUQ,42,0,0,0
AE245MID35BHCQQFTR4GRLOEXOKQ,42,0,0,0
AE24QIEG3U372F2LBWPCAPHCFXRQ,42,0,0,0
AE24RZN4QGAHFNCMPMQOENS2AFUA,42,0,0,0
AE252HT7QRJGESW4LMM74DQKQ6MQ,42,0,0,0
AE25AEGSUVYZIQCYX6KGN2WSYGFQ,42,0,0,0
AE25CAGS4QFTQAJMU4XUIWUKDOQA,42,0,0,0
AE25E5GOGPFZAXBPQPEUY3UZT3DA,42,0,0,0
AE2662WNZYL2ZMFHDKGGCCHMGMGQ,42,0,0,0
AE26BLJAKBGY73O4AYXQA3DV47ZQ,42,0,0,0
AE26X567D5QUNAZVBUSGNHD3PLFA,42,0,0,0
AE277WIUJGH3H4I7DIFZYDAYM7RQ,42,0,0,0
AE27FHYKZLWNDARF6MLFCRQT2QKA,42,0,0,0
AE27IATMC62CZCUCH4PDSZIOJTZQ,42,0,0,0
AE27M52WTNJGLONE7KTAEOHZRJIA,42,0,0,0
AE27PIOONKOERSX2HBKVGFHGHLUQ,42,0,0,0
AE2ACEDRRL6ZKAQ5OR4D6Y3UY6MQ,42,0,0.14704034,0.14704034
AE2AESH6Y5SLN3OLALGWEO4YCJSA,42,0,0,0
AE2AJN7IQNQ4TO6RZL35HYQ5SU3Q,42,0,0,0
AE2AUKPPDU7LFZOTHMHE2YL7O4DQ,42,0,0.28906483,0.28906483
AE2B3VOH6CQDAK7KV5CV6T5LNJWQ,42,0,0,0
AE2BFDL2KEC2OZLG3FZCP4N2QG4Q,42,0,0,0
AE2BIUWPSCMKTSNVLGSCC4CAI7ZQ,42,0,0,0
AE2BK3MVHJSI3I2ETK7RQQKIA4EQ,42,0,0,0
AE2CDELGB2BUIBUZE2CMYIL4SDOA,42,0,0,0
AE2CFE6VEPOIF6VCUAEAZPZOZINQ,42,0,0,0
AE2CQKLH7YXEKHDCEEEXMQWJGDDA,42,0,0,0
AE2CW5VUR7KUOCSIGDF2V27V33CA,42,0,0,0
AE2D2FQ4OQPED5SOOQA7YMFCCOIQ,42,0,0,0
AE2DHRJSNDKHMHGZAR75VI4XTPXQ,42,0,0,0
AE2DQLTA2U4425YPSFXZ4MS6NFPA,42,0,0,0
AE2DY3HTV2YIX5GK3PUQ52HUBLBA,42,0,0,0
AE2EZ57OPYZKFUKAYYNMEIYVMB5A,42,0,0,0
AE2FC2LHPFK5WZGTUDT4D6CVM2HQ,42,0,0,0
AE2FKIZ4AD6I3RCHVTK6445VI5XA,42,0,0,0
AE2FOAZ2WM5VDKTGIRYXEKYOVFJQ,42,0,0,0
AE2FRZL4GVCCTFU5S5ZG2F3IP3VA,42,0,0,0
AE2FWGSXDSXHVR2CBU2NZN4QVK6A,42,0,0,0
AE2FZ2KSEZL5NUH7IYD2JMEMS63Q,42,0,0,0
AE2GPS3XAH6YPFJKGUKLHPKT4JMQ,42,0,0,0
AE2GTON7JF6KJMGZDJLZFEXHCJCQ,42,0,0,0
AE2GWDQR5P5V2XSYRQEN44OYQ3JA,42,0,0,0
AE2H6HBVIZRTODHZ6CXWP25PU7QA,42,0,0,0
AE2HFFTU3U6HZONQX6AZGMSCQQIA,42,0,0,0
AE2ISZUYUETFXQQU3GLBP46OEPTA,42,0,0,0
AE2ITXEUF5ETPUWTZWOXP2AS44GA,42,0,0,0
AE2J76EHF2WBZTFATEIOPJH7O3SA,42,0,0,0
AE2JKJ4XDIY5DLX2LLG6ELBGZ6PQ,42,0,0,0
AE2JOYAPZZAD4CELLYLMWAE4Y6RQ,42,0,0,0
AE2JZE6HBR6AXJ4IQANRO735UK3Q,42,0,0.21840744,0.21840744
AE2K7G2RD7RULVI7EICLIIF3VZHA,42,0,0,0
AE2K7OA6RMQQFKHUL6P54FFHRQ5A,42,0,0,0
AE2KA4PAN4TLOKEDQSGYUFQLQ3ZA,42,0,0,0
AE2KBNJCWB2VD4YFHYXZKNQWKTHQ,42,0,0,0
AE2KCMM42MY3A72BNWLXY66BS27Q,42,0,0,0
AE2LMOAD2AN263C2ARPEAFQG5MJQ,42,0,0,0
AE2LVIFC3L2Y2QTLPYUNYPRPW44Q,42,0,0,0
AE2LXJQBYA2XN3JL32NNZIJB4B7Q,42,0,0,0
AE2MPGMWPSM3VZTP5PUALLPNEYGQ,42,0,0,0
AE2NODPN5MWWHEKBHCI24IPUHTLQ,42,0,0,0
AE2O2BJBI5W4XKERSU4766B3KEZQ,42,0,0,0
AE2O4PWEFH2O2OTG2LZXKG5A3ZJQ,42,0,0,0
AE2OL4FXGCBH3UCBQQTRQYQW3GNQ,42,0,0,0
AE2OTQ3LCMEMXTSKBPAPY6GWRSXA,42,0,0,0
AE2PHD7YC6IVELHYL5A5W467I7CA,42,0,0,0
AE2PHSZCCYQIFMS2SQYRLZZ3A77A,42,0,0,0
AE2PJENWV57OAH3PDJVFSOCINCTA,42,0,0,0
AE2Q5FCIXGUYN7VUQ7YZPNWVYECA,42,0.31546488,0,-0.31546488
AE2Q5YE7OT7L46L3ESIXY2RSU4DA,42,0,0,0
AE2QK2SWUQAGG54GHQDJUREN3DRA,42,0,0,0
AE2QMMHNRTAPDLHRC3RDC6LXV2YA,42,0,0,0
AE2RPRDIHITXTV25E66ACRAPM2DQ,42,0,0,0
AE2SFXCXV27F4SRVZ5LDQGC4S75A,42,0,0,0
AE2SHNN5WQVQ4KF5TBBYX4SHO6LA,42,0,0,0
AE2SKXARZ55UKYTWCJJNMB5QV4SQ,42,0,0,0
AE2SN6FAI26XP4GCURXACAXP5XBA,42,0,0,0
AE2TLIDQSXG2FCN5N5VC2G37XC5Q,42,0,0,0
AE2TLRBXR7G53I3GYQ3CL4OWOR6Q,42,0,0,0
AE2TW37P7R72LXLWU642KBQ4TISA,42,0,0,0
AE2UDYKO52JSAL3UCKRGPA4JTYUQ,42,0,0,0
AE2UFWQZ4B7TDDOITUAGY4TAHZNQ,42,0,0,0
AE2UHRR4SXI5RHY42EF4RJY5JROQ,42,0,0,0
AE2V2R3GAOTCSCB3NNMSDXKKQALQ,42,0,0,0
AE2V2ZHUBZ5PNH4L3AMGRAHMO3HA,42,0,0,0
AE2V6VFC6KXQ3NJGSH222TJLKG6Q,42,0,0,0
AE2VCRWNZQ4MIUZ2LZJ6XG5NZOJQ,42,0,0,0
AE2VH5U2TWMRZ2SPR3ZN7EWTQWRQ,42,0,0,0
AE2VPTXLNQBBASWLHNSY4TV5EXEA,42,0,0,0
AE2VXU343NZRIPB4NLMTVMSHZBFA,42,0,0,0
AE2WBCQZ5WKL5BVSPRORXIUXBPSA,42,0,0,0
AE2WYINFJX4XUPFGF4HM65WGCR3Q,42,0,0,0
AE2X2ZESCGWWP23FDXPXNHUZ53WQ,42,0,0,0
AE2XGFZTWJB2JQZXEAZ275MLEMTQ,42,0,0,0
AE2XQEA63DL66X2UUTRRF6LDEJRQ,42,0,0,0
AE2YBW4M7FHH4OTFGYH5UTCQHRUQ,42,0,0,0
AE2YCIHHZH57ABZB7EWDTCF3WPKA,42,0,0,0
AE2YIU5ZM2OXZY3Z5WH2EGKAEEYA,42,0,0,0
AE2Z5664IEOTFTMBTRQMQN222HHQ,42,0,0,0
AE2ZF4ABH4DRPJ35KTIQG7W4EG6A,42,0,0,0
AE2ZNYQZCTP7IECAOHHCWXXPIEEA,42,0,0,0
AE2ZO7NDFOPWYQYOROCHYPK6YS4A,42,0,0,0
AE324QRKBY5OEEDZYRJUSNALHQQA,42,0,0,0
AE32FQAN6EETSOAZJ3GUAXM7SFGQ,42,0,0,0
AE3335XF4PMHSXKTW5B7N7EALG3Q,42,0,0,0
AE3357MDWXNRNNSEO5L2UCQK7AVA,42,0,0,0
AE33BP3NMKVFDQPN4FUU5SPENKDQ,42,0,0,0
AE33DCBS6ZICG66ETAHGQSZ5O7HQ,42,0,0,0
AE33KTQ5ZT2J6SYUYW2OTCKAAC5Q,42,0.091625444,0,-0.091625444
AE33WS67NB7SRWDFUHYQSK77HYOQ,42,0,0,0
AE342HUMEILY6AYRPTDSYOCVVATA,42,0,0,0
AE3432PC4KTVJF3CORB4ZZDJGXDA,42,0,0,0
AE34ZRDVCEUTQXBUEU6ATQ2YVT4A,42,0,0,0
AE352VYFQITRWYNCMHVHN34PL6LQ,42,0,0,0
AE355DPKWESCGJ4X2EQVJC4SVOMA,42,0,0,0
AE36JRQSM5B2RGYGWFTOZQYDVNMA,42,0,0,0
AE36LE2YL275E5LQYGYHPHA4UOAQ,42,0,0,0
AE36R7BHQSABE6L7WN7KCI4A2FZA,42,0,0,0
AE36YYTVT3WFQF6F55VDWJSRV5KA,42,0,0,0
AE374LLQ4N5HUWHFHZCUVTA6K37Q,42,0,0,0
AE376SMA2WHCRMF3ESSGQEV4CPBA,42,0,0,0
AE37S7NSB7H34RWGPSLEYGWYKXIA,42,0,0,0
AE3A7PKM3MANGPVW2JX6ZDAWD54Q,42,0,0,0
AE3AD6VFRT7NUMXMYC3WSZKZRG5A,42,0,0,0
AE3BHQ4MVLJZKHGIVBDRENW5HMRQ,42,0,0,0
AE3BP62TABUE6X5HLYQD2AE7SYGA,42,0,0,0
AE3BVY6P76OEKGK3JPJEKQIQVDSQ,42,0,0,0
AE3CADFQGC3GWVNATJC7NMN6RD3A,42,0,0,0
AE3CCGRDQZKJ3JVCZSKP4YYLG7NA,42,0,0,0
AE3CEVROMB6LSR4N6FMV4UETQGHA,42,0,0,0
AE3CNCSV3SQ6ANVCVXGQQ6VIBERA,42,0,0,0
AE3CS4VNO4MRZRNTQK5FUJ4GWY7Q,42,0,0,0
AE3CUGW6DBQCZRFCWUHEXBXFASSQ,42,0,0,0
AE3D7MC6XDLSE4CTLOATKZWZTZWA,42,0,0,0
AE3D7OHZW3TINN2NLTPZ57MHFMYA,42,0,0,0
AE3DEVKUJKEMSX6Q5EFUMNWUGT6Q,42,0.3065736,0,-0.3065736
AE3E55BNRFLAJW45UYKAKXYMG4MA,42,0,0,0
AE3EK4X7VSJH76735T2JTWWSWWFQ,42,0,0,0
AE3EW6VLVPT7ZXQ6NSO5B3TM4XFA,42,0,0,0
AE3F3OPSJXTAA5PDMYWNZWLRHAFQ,42,0,0,0
AE3FA5CHZCLN5FRO3YA7XBS6XPAQ,42,0,0,0
AE3FCV4TEMXQFB7W4HTW6SU43EAQ,42,0,0,0
AE3FGJWVW25I7XRGRUTDBKL6TKZA,42,0,0,0
AE3G3DSADUGTDHIY2LND3RGXRUQQ,42,0,0,0
AE3G5RFMJNZ2FBPYQNQLZPBW4QMQ,42,0,0,0
AE3GDJA7ZXESYMTU324O2OBFVRJQ,42,0,0,0
AE3GJF56KIECJVJGHACJ53W62NOQ,42,0,0,0
AE3GMI2DWS5SSMVZYIRBMW5QJ22Q,42,0,0,0
AE3GUKLP2QWUIT2TWULMTQRGCBGQ,42,0,0,0
AE3HAKIZPAA3CKJDCB3453MKG4OA,42,0,0,0
AE3HBJSNN5YY5O5Y26ACWAKIB4TA,42,0,0,0
AE3HFOBVCIFZ2EWX4EAXOVKEBBJA,42,0,0,0
AE3HQFK4ISYTMRSRJRF24KGTAFYA,42,0,0,0
AE3IN25XU3D6R4PY2JZUEBVQZM7A,42,0,0,0
AE3IVX4UJIHZ7OY5Z2L7W6TJ3LQA,42,0,0,0
AE3IZRH2NJBVEGM5M3QKJFARSE5Q,42,0,0,0
AE3J3IIKOLTMMTQRTHU5VYS6GWHQ,42,0,0,0
AE3JBIFU5IB7KFUVZLYFDXRETAEA,42,0,0,0
AE3JVQWO5SF2W2ZST2XRXRNY44OQ,42,0,0,0
AE3KCEJ22IXGNQKCLQNIHHE7VAHQ,42,0,0,0
AE3KNFL4HQTV7OE6UJ6KGIU23D5Q,42,0,0,0
AE3KOD4JDKSD5B6GJYXOXAKDQS2Q,42,0,0,0
AE3KUH26OECUPE5HLFO5DJOPXYEQ,42,0,0,0
AE3L7O4GG6TK73UIJJIKY5WG5URA,42,0,0,0
AE3LFNXIKCQ2EU7IKXHEEZB4VHYQ,42,0,0,0
AE3LVKKYYPISFCOFQRNALX2X35QA,42,0,0,0
AE3LWHYKXDSO3CEHTZ3J5BQZHD5Q,42,0,0,0
AE3LYTQHHICGBLVMPPGMVL7KWISA,42,0,0,0
AE3MEONE3CIG3KAFE4NLA2VKDC2Q,42,0,0,0
AE3MKOSUZ4RMQ2Y36XMJXRVQCO4A,42,0,0,0
AE3N4FNQQ4COBDURJXXDLV3O3ECA,42,0,0,0
AE3N5QVGDAWFH7U6INJBD6XQUHOQ,42,0,0,0
AE3OXOCSUL2XFHU3JMXAU3ICBU4A,42,0,0,0
AE3PEGWEAMX3LU46YVA2AN4RC6CA,42,0,0,0
AE3PQ5YZLI7CEVUDCAWF4GTA2OCQ,42,0,0,0
AE3QAMMXWKOLNPHDONNEWCZYJB2Q,42,0,0,0
AE3QNPVGUW3UKQNRDFJCMZGG7C5A,42,0,0,0
AE3QOULEJXMHBHWCFNJ6BZXKYYDA,42,0,0,0
AE3R4AE4NV4YRGF47OFK5EMLMZNQ,42,0,0,0
AE3RDQF6GWCBRTHXYSMOSBFI5ESQ,42,0,0,0
AE3RLEXEQRD2K7SCXE7HBCOMRDTA,42,0,0,0
AE3RLPGC77SCA5DC5JT4KGDY2XHA,42,0,0,0
AE3RLS5IHAXJZYFDPPXZIMJCMAQQ,42,0,0,0
AE3RZXZ2AQGC7XEPMYVCRG44N27A,42,0,0,0
AE3SHKJXZHZ3N3ITOMPMC3MSZZGA,42,0,0,0
AE3SOYZZO2ZWSYCMUULZBDQZIOOQ,42,0,0,0
AE3SSVWFJWCXXQTHJSBM36FROWBA,42,0,0,0
AE3TMJTMJUH6VGOMO3FWERCOHXSA,42,0,0,0
AE3TOCJX5MAQEO5YDHTRSS3SZAMA,42,0,0,0
AE3TWMZO7ZQ62LZDQPQ6G4KSHTLA,42,0,0,0
AE3U6QN4QSRCYCDSQXZHW6WB6MXQ,42,0,0,0
AE3UXCDUVT2VUEZWAF7PXXDUHH6Q,42,0,0,0
AE3UZEJSKAE6QUEMUANUJY7QLRJA,42,0,0,0
AE3V6KXDWZORV6CLFIXDQXKVET3Q,42,0,0,0
AE3VF6Z5FMD3ULQKEN2ZI3HAEKFA,42,0,0,0
AE3VOBXMVOTAF2TZIY74WPVDGMOA,42,0,0,0
AE3WB2RVPEHTR6N4NYFQJZ7AH4TA,42,0,0,0
AE3WTJCDZXUWKGCFVPPKHP6VNU6Q,42,0,0,0
AE3XAFTHCGAP3JQM2FK2QWGAAETQ,42,0,0,0
AE3XF7P566WYFMPYLMFLPFQYQCOA,42,0,0,0
AE3XLHFWTXZH2LSQPQG45U22CKFA,42,0,0,0
AE3XLZ6KA4X4RAU26Y3OMSOP2CTA,42,0,0,0
AE3YH4WISCAXCOGIBJGRVOIGKGQA,42,0,0,0
AE3YOSJ72WAUGEBLPKJFTW5I435A,42,0,0,0
AE3ZYMCBBXN3FZSUJYBKRTCZNH6A,42,0,0,0
AE422RKL63MVGVEEYFGV6LW7LZVQ,42,0,0,0
AE42VUZ63H2U5UAMECL2J7DLHUIQ,42,0,0,0
AE43EB5RH6ATL23IZS3Q37KX7A5A,42,0,0,0
AE43EEXT2MRMZZGVHGMYPB4EO7UA,42,0,0,0
AE43NELRSP2AEAIAJDD4WGRANMPA,42,0,0,0
AE43UR532DZQQ3GXTCOCJJ6MXCIQ,42,0,0,0
AE44BQNMJPXNRDTADRU735TP5BZA,42,0,0,0
AE44T7IY6GVC7IBVY3XVOYBKAISA,42,0,0,0
AE455M4ZDJ2YSFZT4WBUFTR73I6Q,42,0,0,0
AE45VHPJKQWCSFLPABOY2CXNBOBQ,42,0,0,0
AE46GQVPFFCM3K7JFNOCEFNVNRCQ,42,0,0,0
AE46QCDQODO3DTIIHHR7HFS2D2MQ,42,0,0,0
AE47KV6GYAL37KXMPJNXFLVIHJPA,42,0,0,0
AE47NCJDRJ4Z6OF5ZUHQX52JJ6JQ,42,0,0,0
AE47TT6R5ZF56FANBUS5CNUBXGCA,42,0,0,0
AE47XFBK6UFLQN5HXLHKTV6I6ISQ,42,0,0,0
AE4A3GYUZTJGQTDE4YW42T7BHP7Q,42,0,0,0
AE4ARVFEZ3WK5C23JY3HPPHJZDTQ,42,0,0,0
AE4BG47FIPCYS2FFT47EP4XASSJA,42,0,0,0
AE4BMPQJBU25OQSLK7AVCFQBYLYA,42,0,0,0
AE4BNO7JTC3WLWDOZKCXJBXAZHCA,42,0,0,0
AE4CGIEXJXN4C3ZSQ7KYZLIZB5SQ,42,0,0,0
AE4CWU6W2OHXHGCH2ZA54V53I45A,42,0,0,0
AE4DJ5LTN3AZRW23UDEXYVJSXSVA,42,0,0,0
AE4DQORMJEVOKGNKKYWA2GTYU62A,42,0,0,0
AE4DXDZEJNEHXFRVONMX457ZSPXQ,42,0,0,0
AE4EM4XOLYYQBJRZ4CDG4OGU5CVQ,42,0,0,0
AE4EOWHKM7OGAS6BCBCLZBQYEDLA,42,0,0.13959537,0.13959537
AE4EPYUVN4DXMXP6UMCX2AL3ZKMA,42,0,0,0
AE4ERFF3CDMDFSX22XFR6V7XJJ7Q,42,0,0,0
AE4ETKKK52KE2FFFB5P4Z6RKQJAA,42,0,0,0
AE4FDK25KB62YLLZIISVS35C3BRA,42,0,0,0
AE4FSI2Y7DCK3XOAARWZDWU4NADA,42,0,0,0
AE4FZQSPGP7GS6HQIQPAGKYKEGHA,42,0,0,0
AE4GGFC6WHRH6466QFRWX2UYCG5A,42,0,0,0
AE4GI5ML2MEZ7Q6BP337KQIG2DXA,42,0,0,0
AE4HS6CKMQ6C2GSH3STGM3KRY6CQ,42,0,0,0
AE4I3PTXB44WOD6Q77D6F5GAHPMA,42,0.63092975,0.27023815,-0.3606916
AE4I4ZNW3K7ZTSCVNSBGEVMA4FDA,42,0,0,0
AE4IO3XSPFGLXUSVQZXIBP5TVSUA,42,0,0.12315119,0.12315119
AE4J6PTLG5GPOU63OTQX54P4LUWA,42,0,0,0
AE4JMB74LAE7W6SZ2ZU7BI7VCTKQ,42,0,0,0
AE4JPPM4YPZ4EONHBXME6VWPVS2Q,42,0,0,0
AE4JZWOTLGH7BOHAJOT4PE4RUEMA,42,0,0.20210735,0.20210735
AE4KJX5XBDYAWEQUIALO5SWHHGQA,42,0,0,0
AE4KMTRUNFYO73TX35XXWLXO66YA,42,0,0,0
AE4KOCA5Z6SLQGL7HZ7U4FHEVRBA,42,0,0,0
AE4KPAPSNA3IVBA6QWHLIW34ANBQ,42,0,0,0
AE4KTLDGBIV4P5AL56ARCIXM2ZTQ,42,0,0,0
AE4M432H3CQ6FNVXWU64HOHMO3FQ,42,0,0,0
AE4MAECPQA6LNTW7V5ZB34UDNFQQ,42,0,0,0
AE4MGUEU7LQV5ILAEPYOKCNTHARQ,42,0,0,0
AE4MSVLXXVNZ66R7PF2FHA75WAQQ,42,0,0,0
AE4NNBFXNMIHTN2ZB5GLAWFVYOVQ,42,0,0,0
AE4OFHWLSMV2N5NOZDIK6E6IKTOQ,42,0,0,0
AE4P63VXKDYULWAGSVWFCLJTO3QA,42,0,0,0
AE4P7QJ3XHVUKQ3HLJKYFQYSELQA,42,0,0,0
AE4POORML32YFATNR2JZDZDYN4GA,42,0,0,0
AE4PWPV53W4ARNCNE4FPCUJGKFVA,42,0,0,0
AE4Q6AEWGKKYMGPALNLRM5VVE2GQ,42,0,0.21840744,0.21840744
AE4QEWMJUIYXVPOSZIBCSSUHHQPA,42,0,0,0
AE4QIAFE3SPGUTRAMETKJJPDY7HQ,42,0,0,0
AE4R22TV3N5RGGIIO55OQS375DDA,42,0,0,0
AE4RCDMT7DRB4Q3TL56GEACX35BA,42,0,0,0
AE4RGAHEK5Y6XTJKQBUVDR6K32ZQ,42,0,0,0
AE4RSMU5V3CLW3R4J7NNWXWFI3HQ,42,0,0,0
AE4SL5NGXLITOITV4AONW3KY3GRQ,42,0,0,0
AE4SNEQRJLD44RDUSE5GSW3VQTKQ,42,0,0,0
AE4TDLZ5ZKGVI5G43ZWODOLWW3XQ,42,0,0,0
AE4TNZCMIJTIE5PVU37HKX4PBGXA,42,0,0,0
AE4TTM2QEBGEKBOGOWGBKY32D5VA,42,0,0,0
AE4UXJ5HTLAB3JYVQIOMRRYUYAOQ,42,0,0,0
AE4V4HGLOI6EYZ6LIPDZ4JMWICTA,42,0,0,0
AE4VKNZJEEZXX7MZ3QGUDTESMQYQ,42,0,0,0
AE4W2JPRN3G7AHUL2NC3QA5FQEDA,42,0,0,0
AE4WIQ4LCDDQM3FYPUFJVLJIBGLQ,42,0,0,0
AE4XR6FTPMWVYA7AZ3YEOID7RCRA,42,0,0,0
AE4XVZG37TDW2WWHBM4G55YKR6OA,42,0,0,0
AE4Y76SD32HLOHK3CDSCFO2WV53Q,42,0,0,0
AE4YA7ZSIYTFM2JSMNXZMBJ4A2VA,42,0,0,0
AE4YO2ZT4TMRFFA54ZZUQGK27YZA,42,0,0,0
AE4YPPEIP6YP2O5CEYAL27ITPZFA,42,0,0,0
AE4ZGSKVJGUPMRV36RDK55POPN2Q,42,0,0,0
AE52N2NIJFMTF7M22UENLDNWSEAQ,42,0,0,0
AE52PAVZITK6O6X6N7K2M3Y2KDEA,42,0,0,0
AE53WGLCTO7R2U7AIRP37FFAV6UA,42,0,0,0
AE54TCTHIPFWTSEFOWPUCVBDNALQ,42,0,0,0
AE555UOWHCDI7MX7GXBMWO6BZGWA,42,0,0,0
AE5564LIR5ONFL4C443PNZGGMDNA,42,0,0,0
AE55BYRCU67QVFZW4FF47IFP33MA,42,0,0,0
AE55HTMYN6W5XST6NI5A3CC5EOTA,42,0,0,0
AE55NIDTX7LMZDJ2GHFV36JV45JQ,42,0,0,0
AE55QQUTYY5R3IOUG54DDMPCHYYQ,42,0,0,0
AE55VKKKMOJ3KIKKBBSTLJ5LZX5Q,42,0,0,0
AE55W3HYYMAFADUQZCCS4XJAMWMA,42,0.26406812,0,-0.26406812
AE56DJZKB6QSHSZSWI3OKENDDJ7A,42,0,0,0
AE56HGXOFPE7G7VMZFEUYVJZSZMQ,42,0,0,0
AE56OCPNBV3TFYCTQAKISJGHTXRQ,42,0,0,0
AE56VI2DNFMEHPF2VRSNADX572LA,42,0,0,0
AE57LNFBGUU54D7ZEOKRKPTA3TGQ,42,0,0,0
AE5A2ODAASXEVWUPSJ5RNL5JT73A,42,0,0,0
AE5AQ7WCIZ54UD7ROFA4S54PVS7A,42,0,0,0
AE5BK5MFWHUWF53AHNYJS6I4Z4TA,42,0,0,0
AE5BMOBOTM4LTEIJN6ZEAERERQ3Q,42,0,0,0
AE5BQHMIDNW2SRZJUDUAY6ERZD4Q,42,0,0,0
AE5BUKWLKGWJM7DWTEA4UJD4G6WA,42,0,0,0
AE5BX5CWCADUCTKQP62YKLZ5WF3A,42,0,0,0
AE5BZF4IOAGDCX7LPP7NMEFZ5LHA,42,0,0,0
AE5CB6XOVD7JRLXPSHUKGJ6AA7CA,42,0,0,0
AE5CQS4BWDJK3FH3OYMRXYAZ2CYQ,42,0,0.22767025,0.22767025
AE5DAAPDKZBU7HTNIZI6WQICTA5A,42,0,0,0
AE5DEKI5KLJF57KKMQLDKP7EHFRQ,42,0,0,0
AE5E7LP2G67TUD3AOUNWDLTCAGIA,42,0,0,0
